8.500806238472713439e-03,1.127862139123492202e-02,1.147801898113809393e-02,1.433278735656562386e-02,1.723318996519829227e-02,2.018588153489375703e-02,2.319724322211491607e-02,2.627372662431670669e-02,2.942203692422129535e-02,3.264925333776069749e-02,3.863215348885951084e-02,4.205312226648838525e-02,4.826524420432565243e-02,5.461303316832466503e-02,6.111057315946744062e-02,6.777261440196546971e-02,7.461479190997266642e-02,8.438375272379716741e-02,9.165133032591532558e-02,1.019074371198908091e-01,1.124464121999291244e-01,1.232937593616816319e-01,1.344763218725515408e-01,1.488243570101114299e-01,1.607797907314931773e-01,1.759920356447240986e-01,1.916946512990348461e-01,2.079239963600540975e-01,2.247169799444905802e-01,2.421107071462562654e-01,2.601420092550837948e-01,2.759152414611408810e-01,2.953091538005903072e-01,3.154427812448472590e-01,3.363449209830315922e-01,3.580398851355176548e-01,3.775161510312232682e-01,3.977756690593523548e-01,4.188249152796204022e-01,4.313396605416564000e-01,4.444497705923817765e-01,4.581368905071008246e-01,4.723756219920393074e-01,4.871333944292393081e-01,5.023705743882742603e-01,5.180406809459372486e-01,5.340907460341366431e-01,5.504618723645244849e-01,5.670899855743587459e-01,5.839067562112423282e-01,6.008406716706213846e-01,6.178182291326683728e-01,6.347652121758995403e-01,6.516080069911692751e-01,6.682749098099651786e-01,6.846973759368545354e-01,7.008111629514334195e-01,7.165573261691045026e-01,7.318830328716531275e-01,7.467421723645863985e-01,7.610957505933545475e-01
8.892143550967346322e-03,1.179924648164443202e-02,1.200242833086628824e-02,1.498793462674530286e-02,1.801997390683307554e-02,2.110532444931711993e-02,2.148122521567064069e-02,2.468545548802991707e-02,3.074688714042017601e-02,3.411217771208741034e-02,3.756563871278728595e-02,4.392501135548376734e-02,5.040877954344813450e-02,5.420948566885852582e-02,6.097563701075547904e-02,6.790804299039066017e-02,7.787473426902380425e-02,8.520164786995099160e-02,9.562043173020839948e-02,1.034197516868982092e-01,1.143789408683821840e-01,1.256509641850376280e-01,1.401848017721231132e-01,1.521812897778692664e-01,1.675271617386371314e-01,1.803731655709187587e-01,1.966659104650683165e-01,2.134930029050480238e-01,2.308916940294152287e-01,2.458686916062002847e-01,2.645043559269674160e-01,2.838213893542719246e-01,3.038541385720130439e-01,3.246343072457327228e-01,3.461899138977345691e-01,3.685440940020379141e-01,3.885515060109917540e-01,4.093466253470545713e-01,4.309340856686613153e-01,4.468449361480024695e-01,4.601561223729274674e-01,4.740528227297283737e-01,4.885093151752964991e-01,5.034925539616962320e-01,5.189622728891850612e-01,5.348711983816651916e-01,5.511654122344493700e-01,5.677849174936359100e-01,5.846644037929324966e-01,6.017341870621926159e-01,6.189213030212262767e-01,6.361507246212769751e-01,6.533466650965982225e-01,6.704339214524475121e-01,6.873392088946910228e-01,7.039924354928548400e-01,7.203278687205108000e-01,7.362851511041981212e-01,7.518101309416156397e-01,7.668554847524878815e-01,7.813811200817727398e-01
9.282871252939028928e-03,1.231911246084793632e-02,1.252593654640221654e-02,1.564198212433209889e-02,1.880543054250216617e-02,1.913295278283866363e-02,2.240596314021536806e-02,2.574480943660062415e-02,2.915673433528009895e-02,3.557207944775886421e-02,3.916485548313386467e-02,4.579282033920129003e-02,4.960553004086898365e-02,5.649411123090586351e-02,6.353658500715553270e-02,7.074844876084973588e-02,7.814602128584702267e-02,8.874034088462690040e-02,9.657689384689349676e-02,1.076739113751026267e-01,1.190629820473922962e-01,1.307705355454339413e-01,1.428243096739815199e-01,1.552534319760789927e-01,1.711727295788859626e-01,1.844633786937461828e-01,2.013426850904652676e-01,2.187635241417410503e-01,2.367634417294021132e-01,2.522139400165567258e-01,2.714663108712122019e-01,2.914077292821637410e-01,3.120722266592937943e-01,3.334909197434808847e-01,3.556908987013273071e-01,3.754158946974364142e-01,3.992212601779832060e-01,4.205392849464169025e-01,4.426505898945120032e-01,4.621924148744892547e-01,4.756870541787180384e-01,4.897736120552551586e-01,5.044258101494316637e-01,5.196098752025403167e-01,5.352846343561388220e-01,5.514017243361066800e-01,5.679059550768370546e-01,5.847358821645971538e-01,6.018245841745900604e-01,6.191006192062846747e-01,6.364891393869711589e-01,6.539131326750784456e-01,6.712947526544292831e-01,6.885566900916368915e-01,7.056235356802103009e-01,7.224230822662447427e-01,7.388875172473150510e-01,7.549544617154291259e-01,7.705678217581284351e-01,7.856784283848781136e-01,8.002444547258892316e-01
9.673039779108272285e-03,1.283828212510829125e-02,1.304861803582713087e-02,1.629502064074728196e-02,1.657643285062559979e-02,1.992287157746852611e-02,2.332900843270602209e-02,2.680216469310625627e-02,3.034971526415830567e-02,3.397931346342009107e-02,4.076085975300869357e-02,4.459253621275249824e-02,5.161241487405732187e-02,5.877378478656902772e-02,6.609185068742573499e-02,7.358236432507625491e-02,8.126190849055137111e-02,8.914809534193890439e-02,1.003968986923744477e-01,1.087699649436125737e-01,1.205757295853312483e-01,1.327039866030194082e-01,1.451829670958366680e-01,1.612448304008461397e-01,1.745323833303813466e-01,1.882646199300122003e-01,2.057271965627414101e-01,2.237380839801935695e-01,2.423350806418277381e-01,2.582544625574276775e-01,2.781183623790441928e-01,2.986783397249682670e-01,3.199680122005772454e-01,3.420177911637607426e-01,3.648536965484068251e-01,3.850855312135741393e-01,4.095327503825814119e-01,4.313618688217755182e-01,4.539836390484088824e-01,4.773882767047652464e-01,4.910494472876814065e-01,5.053069282553415142e-01,5.201336617600389456e-01,5.354949051447877029e-01,5.513483169134594242e-01,5.676441607586051319e-01,5.843256690086813254e-01,6.013296208343406057e-01,6.185871311449293586e-01,6.360246240126492534e-01,6.535649688777067645e-01,6.711287481705543456e-01,6.886356162187097230e-01,7.060057023220931427e-01,7.231610065364478812e-01,7.400267356581733402e-01,7.565325294617095686e-01,7.726135333103451019e-01,7.882112824144124064e-01,8.032743742887948901e-01,8.177589184517503051e-01
1.006269342323218297e-02,1.335681062127125340e-02,1.357053817565623266e-02,1.694712994582192600e-02,1.723318996519829227e-02,2.071148011551771084e-02,2.425049430609926837e-02,2.785767830500862630e-02,3.154053618406804649e-02,3.530685602387906297e-02,4.235390240147496321e-02,4.632577812761484726e-02,5.361533978402799328e-02,5.783566979993681745e-02,6.541993780006116754e-02,7.317789715303180120e-02,8.112658080783174963e-02,9.254181397768879158e-02,1.009418774158603593e-01,1.128739786760073471e-01,1.251065657340868498e-01,1.376669639633337772e-01,1.505837530873651575e-01,1.638868657032759302e-01,1.776076040698659764e-01,1.951469992891646799e-01,2.098213916907450960e-01,2.284189056581621413e-01,2.476091385767981157e-01,2.674298276983709810e-01,2.844637302777716092e-01,3.056368607086443756e-01,3.275456061638336580e-01,3.502195609864872106e-01,3.736835402485022550e-01,3.944136597383488541e-01,4.194925940271830855e-01,4.418218009574789162e-01,4.649415607458364796e-01,4.888389263800717588e-01,5.062490178412256681e-01,5.206591370901928473e-01,5.356399661510415910e-01,5.511555605774807187e-01,5.671621593627313995e-01,5.836083830586614729e-01,6.004355966505399156e-01,6.175784935748327431e-01,6.349658968354563449e-01,6.525217508063967387e-01,6.701662816788898080e-01,6.878172947433458528e-01,7.053915678323798844e-01,7.228062932358274573e-01,7.399805161179162649e-01,7.568365164656538635e-01,7.733010844567760333e-01,7.893066452645502995e-01,8.047921987682896683e-01,8.197040510500912536e-01,8.339963270613051094e-01
1.045187130449209967e-02,1.387474665241661409e-02,1.409175472387835804e-02,1.759838051643070056e-02,1.788893859817974885e-02,2.149887746655765319e-02,2.517053854019868364e-02,2.891148915137786712e-02,3.272935964389100949e-02,3.663206999827195443e-02,4.062797577061139087e-02,4.805586363907354830e-02,5.228048122110096063e-02,5.997879841152886637e-02,6.783714360149251110e-02,7.587207487107128223e-02,8.410087769881535724e-02,9.254181397768879158e-02,1.046159178809651369e-01,1.135570638609569860e-01,1.262033394441139933e-01,1.391810138349856008e-01,1.525191562334173856e-01,1.662481403207876074e-01,1.838851081591633685e-01,1.985106822379132385e-01,2.136269809541440079e-01,2.328079542086126663e-01,2.525878606597350418e-01,2.730044716570835250e-01,2.905052940031623843e-01,3.122865581445645189e-01,3.348087079435811964e-01,3.581004155267193401e-01,3.821851632882650174e-01,4.034056008210387123e-01,4.291068002921476499e-01,4.519258328257196311e-01,4.792454101646244080e-01,5.036311581859552744e-01,5.212904857349252019e-01,5.358354898143462552e-01,5.509505732935631173e-01,5.665983662326967707e-01,5.827334477184122896e-01,5.993025379507488370e-01,6.162448609715034387e-01,6.334927356150263922e-01,6.509723909020675991e-01,6.686049795218810265e-01,6.863077673941819778e-01,7.039954674265692658e-01,7.215816766653042613e-01,7.389803690284848514e-01,7.561073915686900015e-01,7.728819113667000362e-01,7.892277629750232837e-01,8.050746526657577284e-01,8.203591849056530716e-01,8.350256877336799111e-01,8.490268254359150113e-01
1.084060815016973933e-02,1.101800210392289703e-02,1.461231897058867801e-02,1.824883493760254272e-02,1.854375208699809985e-02,2.228515165309497004e-02,2.608924579406846078e-02,2.996372066062280570e-02,3.391633014723338668e-02,3.795512341848972238e-02,4.208859121661889802e-02,4.978301927441464159e-02,5.414882271475907061e-02,6.211804287780253730e-02,7.024988358921135934e-02,7.856114175441264447e-02,8.706934929705578696e-02,9.579302334426953447e-02,1.047518449367571547e-01,1.175140461361885436e-01,1.305844648066782909e-01,1.404189707798678688e-01,1.541767207821909125e-01,1.719330782827304116e-01,1.865306828336975586e-01,2.015900214493330234e-01,2.207995412869808716e-01,2.369069706903295103e-01,2.572732473066360326e-01,2.782820648603442359e-01,2.999699713993702055e-01,3.186303756243311636e-01,3.417606629526120932e-01,3.656641520609889007e-01,3.903628713450003618e-01,4.120662035225982622e-01,4.383808593580970081e-01,4.616801432174415520e-01,4.896007405837086157e-01,5.144507773031496978e-01,5.361777082549685769e-01,5.508402730937477232e-01,5.660702551325873522e-01,5.818286432856911716e-01,5.980681263653289115e-01,6.147332797504407864e-01,6.317609293664443459e-01,6.490807519634607115e-01,6.666161085006514497e-01,6.842850847401814596e-01,7.020017175089563466e-01,7.196773751457608004e-01,7.372222517067207326e-01,7.545469274895133527e-01,7.715639441840071999e-01,7.881893420424842533e-01,8.043441090791920711e-01,8.199554981503354156e-01,8.349581762339035595e-01,8.492951800121717465e-01,8.629186619309191508e-01
1.122893493509458107e-02,1.140885259197133017e-02,1.513227667661665166e-02,1.538048901955879622e-02,1.919769588792230586e-02,2.307038124647042832e-02,2.700670949928418718e-02,3.101448303648990379e-02,3.510157673674740852e-02,3.927616637443642755e-02,4.354687530337197909e-02,4.792288688722812218e-02,5.601403515889935569e-02,6.425366917584063309e-02,6.904405203203867192e-02,7.762052727708323996e-02,8.639518721602912343e-02,9.903805689755418307e-02,1.082823931472940426e-01,1.177866410860149982e-01,1.312681792094790856e-01,1.450893261168793025e-01,1.592799585289897957e-01,1.738711852530603341e-01,1.888953863864787364e-01,2.081561557011649688e-01,2.241679910668950004e-01,2.445225883775434816e-01,2.616670850770895784e-01,2.832646615166318771e-01,3.055465343531471589e-01,3.285467307382047286e-01,3.484045093265206727e-01,3.729142307937307610e-01,3.982206001819246222e-01,4.243362270564144945e-01,4.473198145849369700e-01,4.750462774674830690e-01,4.996011924126698700e-01,5.249037696275731246e-01,5.509137863218898090e-01,5.656769281813527339e-01,5.810028392879464931e-01,5.968506593416673667e-01,6.131709662746585021e-01,6.299059589601825326e-01,6.469898249572854088e-01,6.643493539692761907e-01,6.819047948159544514e-01,6.995709309714135404e-01,7.172583541110031380e-01,7.348749051291332268e-01,7.523272430927040455e-01,7.695224954792194705e-01,7.863699385528950536e-01,8.027826553777038798e-01,8.186791206921024688e-01,8.339846664700678591e-01,8.486327883342799083e-01,8.625662602235997234e-01,8.757380314330716065e-01
1.161687940827926813e-02,1.179924648164443202e-02,1.565166884739799258e-02,1.590331391495913849e-02,1.985082868080156882e-02,2.385463668344645072e-02,2.792301342220881999e-02,2.838478852569537025e-02,3.628521513872262627e-02,4.059533349689448123e-02,4.500298368129551640e-02,4.951748536291866731e-02,5.787632597853487049e-02,6.265227889547420048e-02,7.132085971754220655e-02,8.017227401641191520e-02,8.922480371006502597e-02,9.849762956981111817e-02,1.118063873959316279e-01,1.215990779947360156e-01,1.355023878816243865e-01,1.459124915039805570e-01,1.605196086745008799e-01,1.755312080041977474e-01,1.948669646596077332e-01,2.108058998900884662e-01,2.272520050929209834e-01,2.481817330683159240e-01,2.697275475525309218e-01,2.879541101931509806e-01,3.108263476967938477e-01,3.344211674315478167e-01,3.587683909230700019e-01,3.798538172655070433e-01,4.057619628826955038e-01,4.324777962937382814e-01,4.559283213105942423e-01,4.842444902914815330e-01,5.092527407257882999e-01,5.349968744366681017e-01,5.614315620014815877e-01,5.803481458950424665e-01,5.957513156624080208e-01,6.116677481545615969e-01,6.280456995009238153e-01,6.448247734265630804e-01,6.619362965328035031e-01,6.793039504245976801e-01,6.968446599598120406e-01,7.144697141841055421e-01,7.320861009505070793e-01,7.495980261692052338e-01,7.669085794646225418e-01,7.839215005294690730e-01,8.005429952982205943e-01,8.166835484530862166e-01,8.322596787789803274e-01,8.471955856364090653e-01,8.614246378114953639e-01,8.748906589791444199e-01,8.875489664857265648e-01
1.200446653110431861e-02,1.218921355744406743e-02,1.617053237544108235e-02,1.642551445932649568e-02,2.050320327638399664e-02,2.463798136030237451e-02,2.883823296256970981e-02,2.930625485881543923e-02,3.365271222613508417e-02,4.191274602382144554e-02,4.645705654673748519e-02,5.110973473216406937e-02,5.973588204184121508e-02,6.465371608912184875e-02,7.359406687067682196e-02,8.271989198432638801e-02,9.204970474729989860e-02,1.016029239959669317e-01,1.114000940034726161e-01,1.254045494937106042e-01,1.357752845579167644e-01,1.504346898901720575e-01,1.654719247201252852e-01,1.809187920635833002e-01,1.968082835913222972e-01,2.131745255979433651e-01,2.341085289853801488e-01,2.515551399717649295e-01,2.736785559349959041e-01,2.964600639271204319e-01,3.158113405143028185e-01,3.399970164828586272e-01,3.649379987873153652e-01,3.906577447737601405e-01,4.129902886059895195e-01,4.403000768126174025e-01,4.684117510761596215e-01,4.931083320185045693e-01,5.185609544883492683e-01,5.447363863841406806e-01,5.715839533789257576e-01,5.948559422888104464e-01,6.103179214557807875e-01,6.262824052508193517e-01,6.426951268759754088e-01,6.594928897966727543e-01,6.766039557317967690e-01,6.939487027458886015e-01,7.114405547442412825e-01,7.289871610553495529e-01,7.464918092222529999e-01,7.638550438784807994e-01,7.809764549715092485e-01,7.977565902550158849e-01,8.140989403277276715e-01,8.299119396374028401e-01,8.451109235146337939e-01,8.596199788568390510e-01,8.733736239492658759e-01,8.863182508109258562e-01,8.984132619433049527e-01
